V_pop,0.000898,0.000348,-0.000204,-0.000607,-0.000223,-0.000203,-0.000122,0.000362,-0.000163,9.92e-05,-5.82e-05,0.000149,0.000117,9.67e-05,1.95e-05
beta_V_logtHb,0.000348,0.0178,-0.00224,-2.37e-05,0.000226,-0.000227,0.000542,0.000651,-0.00769,0.000601,-6.12e-05,-0.000176,0.000212,-2.05e-05,-2.38e-06
beta_V_logtWT,-0.000204,-0.00224,0.00696,0.000137,0.000418,0.000302,-0.000397,-0.000894,0.000238,-0.000167,-6.98e-05,-0.000262,5.22e-05,-0.000186,8.46e-06
Cl_pop,-0.000607,-2.37e-05,0.000137,0.00256,0.00016,0.000198,0.00084,6.14e-05,0.000562,0.00023,-9.01e-05,-0.00221,-0.000154,-0.000177,-2.83e-05
beta_Cl_logtAGE,-0.000223,0.000226,0.000418,0.00016,0.00841,-0.0014,0.000422,-0.0005,-0.00114,-0.000195,0.000274,4.52e-05,-4.13e-06,-0.000102,-1.81e-06
beta_Cl_logtBUN,-0.000203,-0.000227,0.000302,0.000198,-0.0014,0.00349,-0.00251,-0.00178,0.00131,-0.00105,-0.000474,0.000131,-4.58e-05,-4.18e-05,-6.66e-06
beta_Cl_logtCreatinine,-0.000122,0.000542,-0.000397,0.00084,0.000422,-0.00251,0.0049,0.00286,-0.00131,-0.000473,-0.000844,-0.000992,8.25e-05,-8.33e-05,-1.53e-05
beta_Cl_logtHCO3,0.000362,0.000651,-0.000894,6.14e-05,-0.0005,-0.00178,0.00286,0.0156,0.000331,-0.000768,0.00078,-0.000865,0.000135,4.44e-05,8.53e-06
beta_Cl_logtHCT,-0.000163,-0.00769,0.000238,0.000562,-0.00114,0.00131,-0.00131,0.000331,0.0231,-0.0027,0.000278,-0.000674,-0.000156,4.28e-05,3.78e-06
beta_Cl_logtK,9.92e-05,0.000601,-0.000167,0.00023,-0.000195,-0.00105,-0.000473,-0.000768,-0.0027,0.0303,-0.00424,-0.000685,-1.66e-05,-2.03e-05,-6.59e-07
beta_Cl_logtP,-5.82e-05,-6.12e-05,-6.98e-05,-9.01e-05,0.000274,-0.000474,-0.000844,0.00078,0.000278,-0.00424,0.00619,0.000405,7.64e-06,-9.02e-06,-3.63e-06
beta_Cl_SEX_1,0.000149,-0.000176,-0.000262,-0.00221,4.52e-05,0.000131,-0.000992,-0.000865,-0.000674,-0.000685,0.000405,0.00334,1.03e-05,4.01e-05,7.28e-06
omega_V,0.000117,0.000212,5.22e-05,-0.000154,-4.13e-06,-4.58e-05,8.25e-05,0.000135,-0.000156,-1.66e-05,7.64e-06,1.03e-05,0.000476,-7.59e-05,-1.67e-05
omega_Cl,9.67e-05,-2.05e-05,-0.000186,-0.000177,-0.000102,-4.18e-05,-8.33e-05,4.44e-05,4.28e-05,-2.03e-05,-9.02e-06,4.01e-05,-7.59e-05,0.000479,-1.17e-05
b,1.95e-05,-2.38e-06,8.46e-06,-2.83e-05,-1.81e-06,-6.66e-06,-1.53e-05,8.53e-06,3.78e-06,-6.59e-07,-3.63e-06,7.28e-06,-1.67e-05,-1.17e-05,4.42e-05
